bookingId,user_id,flightId,bookingDate,statusId_x,name,email,phone,total_payment,last_payment_date,total_claim_amount,claim_count,origin,destination,departureTime,arrivalTime,statusId_y,claim_ratio,days_to_departure
969,943,426,2025-11-28 07:36:09.717520,8,Daniel Cole,user943@example.com,(281)573-2106x2467,226.73,2025-11-29 02:36:09.717520,0.0,0.0,Dubai,Paris,2025-01-13 13:44:09.717520,2025-01-13 16:21:09.717520,3,0.0,-319
970,552,305,2025-11-01 10:36:09.717520,8,Shelley Johnson,user552@example.com,(279)471-4295,711.4,2025-11-03 16:36:09.717520,0.0,0.0,Rome,Istanbul,2025-06-24 07:42:09.717520,2025-06-24 10:50:09.717520,2,0.0,-131
971,90,336,2025-10-15 00:36:09.717520,8,Kimberly Harvey,user90@example.com,(864)947-1142x294,694.95,2025-10-15 11:36:09.717520,0.0,0.0,Dubai,Paris,2025-11-22 06:21:09.717520,2025-11-22 10:46:09.717520,5,0.0,38
972,1166,67,2025-03-18 11:36:09.717520,8,James Benson,user1166@example.com,(553)346-4921x5227,502.7,2025-03-19 10:36:09.717520,0.0,0.0,London,Baku,2024-12-23 18:06:09.717520,2024-12-23 20:35:09.717520,2,0.0,-85
973,580,166,2024-12-29 09:36:09.717520,8,Nicole Wu,user580@example.com,971-712-6200x5559,614.51,2024-12-29 11:36:09.717520,0.0,0.0,London,Toronto,2025-04-07 15:43:09.717520,2025-04-07 16:51:09.717520,1,0.0,99
974,1234,196,2025-01-16 22:36:09.717520,8,Marc Meadows,user1234@example.com,+1-874-476-0212x0444,676.19,2025-01-17 07:36:09.717520,166.97,1.0,Rome,Paris,2025-05-19 15:40:09.717520,2025-05-19 18:13:09.717520,2,0.24692763868143566,122
975,492,495,2025-06-22 12:36:09.717520,8,Kyle Romero,user492@example.com,(792)532-9006,746.07,2025-06-22 23:36:09.717520,0.0,0.0,London,Dubai,2025-02-18 11:42:09.717520,2025-02-18 17:55:09.717520,6,0.0,-125
976,427,84,2025-06-16 22:36:09.717520,8,Nathan Marsh,user427@example.com,(778)785-2174,403.18,2025-06-19 03:36:09.717520,0.0,0.0,Paris,Berlin,2024-12-11 05:45:09.717520,2024-12-11 09:53:09.717520,2,0.0,-188
977,316,62,2025-05-02 01:36:09.717520,8,Debra Black,user316@example.com,+1-534-683-0374,475.72,2025-05-02 13:36:09.717520,0.0,0.0,Madrid,Rome,2025-06-25 08:54:09.717520,2025-06-25 12:06:09.717520,2,0.0,54
978,636,463,2025-11-16 05:36:09.717520,8,Daniel Smith,user636@example.com,970-661-5273x421,412.2,2025-11-18 13:36:09.717520,0.0,0.0,Berlin,Rome,2025-02-27 11:01:09.717520,2025-02-27 19:36:09.717520,3,0.0,-262
979,197,427,2025-06-07 02:36:09.717520,8,John Castillo,user197@example.com,789-349-4752x5694,336.46,2025-06-08 20:36:09.717520,0.0,0.0,Rome,Dubai,2025-05-10 14:51:09.717520,2025-05-10 20:32:09.717520,1,0.0,-28
980,913,454,2025-06-17 01:36:09.717520,8,Mackenzie Hays,user913@example.com,(729)409-5037x2029,742.13,2025-06-18 21:36:09.717520,72.67,1.0,London,Rome,2025-01-16 12:34:09.717520,2025-01-16 17:31:09.717520,3,0.09792084944686241,-152
981,1230,217,2025-01-15 23:36:09.717520,8,Dr. Theresa Craig DDS,user1230@example.com,(294)242-9085x05221,496.57,2025-01-16 09:36:09.717520,0.0,0.0,Dubai,Berlin,2025-07-17 18:10:09.717520,2025-07-17 22:29:09.717520,6,0.0,182
982,382,223,2025-10-18 23:36:09.717520,8,Patricia Pittman,user382@example.com,572.287.5366,734.28,2025-10-19 13:36:09.717520,0.0,0.0,Rome,Baku,2025-06-30 12:01:09.717520,2025-06-30 18:16:09.717520,2,0.0,-111
983,1052,175,2025-07-26 07:36:09.717520,8,Michael Simmons,user1052@example.com,(962)473-0823,758.17,2025-07-29 00:36:09.717520,0.0,0.0,Madrid,Rome,2025-11-05 18:59:09.717520,2025-11-05 22:42:09.717520,5,0.0,102
984,318,477,2025-08-11 02:36:09.717520,8,Robin Mccoy,user318@example.com,(912)239-8295,283.05,2025-08-11 12:36:09.717520,0.0,0.0,Madrid,Rome,2025-02-26 15:51:09.717520,2025-02-26 22:42:09.717520,3,0.0,-166
985,1075,43,2025-04-28 00:36:09.717520,8,Shawn Nelson,user1075@example.com,001-811-769-0912x0214,709.1,2025-04-29 17:36:09.717520,0.0,0.0,Istanbul,Berlin,2025-06-07 19:46:09.717520,2025-06-08 04:39:09.717520,2,0.0,40
986,979,154,2025-02-14 14:36:09.717520,8,Justin Clark,user979@example.com,876.643.8227x48061,213.07,2025-02-15 03:36:09.717520,0.0,0.0,Istanbul,New York,2025-06-07 08:23:09.717520,2025-06-07 14:00:09.717520,2,0.0,112
987,616,431,2025-04-07 02:36:09.717520,8,Steven Henson,user616@example.com,001-361-260-2400x25968,172.69,2025-04-08 21:36:09.717520,0.0,0.0,New York,Baku,2025-06-02 20:44:09.717520,2025-06-03 04:39:09.717520,3,0.0,56
988,1165,25,2025-09-08 12:36:09.717520,10,Patricia Smith,user1165@example.com,+1-789-623-0594,512.34,2025-09-09 02:36:09.717520,320.66,1.0,Rome,New York,2025-08-22 00:43:09.717520,2025-08-22 04:57:09.717520,1,0.6258734434164812,-18
989,1052,56,2025-08-18 23:36:09.717520,8,Michael Simmons,user1052@example.com,(962)473-0823,787.2,2025-08-20 17:36:09.717520,0.0,0.0,Istanbul,Rome,2025-05-29 07:08:09.717520,2025-05-29 14:51:09.717520,6,0.0,-82
990,952,339,2025-09-17 18:36:09.717520,8,Wayne Lynch,user952@example.com,+1-780-850-8443,373.46,2025-09-19 20:36:09.717520,0.0,0.0,Paris,Madrid,2025-05-09 23:38:09.717520,2025-05-10 04:25:09.717520,2,0.0,-131
991,1200,42,2025-08-14 10:36:09.717520,8,Terry Rios,user1200@example.com,665.420.3407,352.01,2025-08-15 10:36:09.717520,0.0,0.0,Toronto,Istanbul,2025-01-07 03:49:09.717520,2025-01-07 08:57:09.717520,5,0.0,-220
992,948,92,2025-03-03 22:36:09.717520,8,Thomas Jackson,user948@example.com,6614788586,480.99,2025-03-05 05:36:09.717520,0.0,0.0,Istanbul,Rome,2025-07-18 18:24:09.717520,2025-07-19 03:00:09.717520,2,0.0,136
993,853,449,2025-11-25 19:36:09.717520,8,Rickey Rodriguez,user853@example.com,379.393.0249,100.67,2025-11-26 07:36:09.717520,0.0,0.0,Berlin,Madrid,2025-01-14 04:05:09.717520,2025-01-14 05:28:09.717520,2,0.0,-316
994,932,388,2025-11-09 00:36:09.717520,8,Jared Pham,user932@example.com,(465)730-2089,237.06,2025-11-11 15:36:09.717520,0.0,0.0,Dubai,Paris,2025-06-26 06:47:09.717520,2025-06-26 10:27:09.717520,2,0.0,-136
995,543,175,2025-03-05 16:36:09.717520,8,Michael Fleming,user543@example.com,+1-930-848-0699x27461,182.03,2025-03-06 03:36:09.717520,0.0,0.0,Madrid,Rome,2025-11-05 18:59:09.717520,2025-11-05 22:42:09.717520,5,0.0,245
996,1238,133,2025-11-09 13:36:09.717520,8,Melinda Washington,user1238@example.com,2895550266,593.09,2025-11-10 03:36:09.717520,0.0,0.0,Madrid,Dubai,2025-11-05 06:45:09.717520,2025-11-05 14:47:09.717520,2,0.0,-5
997,37,3,2025-06-20 13:36:09.717520,7,Brandon Ward,user37@example.com,469.479.2997x05597,759.57,2025-06-22 13:36:09.717520,0.0,0.0,New York,Baku,2025-09-13 17:21:09.717520,2025-09-14 00:35:09.717520,2,0.0,85
998,978,236,2025-11-19 22:36:09.717520,10,Jesus Williams,user978@example.com,845-445-7012x72786,490.61,2025-11-22 13:36:09.717520,0.0,0.0,Baku,Berlin,2024-12-21 21:35:09.717520,2024-12-22 03:07:09.717520,2,0.0,-334
999,1233,372,2025-08-06 19:36:09.717520,8,Diane Robinson,user1233@example.com,001-505-545-4873x7225,643.39,2025-08-07 03:36:09.717520,0.0,0.0,Toronto,London,2025-05-02 21:14:09.717520,2025-05-03 01:44:09.717520,2,0.0,-96
1000,739,354,2025-11-10 08:36:09.717520,8,Karen Lamb,user739@example.com,720-842-4901x26848,300.78,2025-11-13 07:36:09.717520,0.0,0.0,Istanbul,Toronto,2024-12-21 17:49:09.717520,2024-12-22 02:06:09.717520,1,0.0,-324
1001,620,45,2025-02-02 14:36:09.717520,7,Michelle Johnson,user620@example.com,+1-222-828-3905x64496,234.7,2025-02-05 11:36:09.717520,0.0,0.0,London,Rome,2025-01-28 14:23:09.717520,2025-01-28 17:40:09.717520,2,0.0,-6
1002,230,418,2024-12-09 08:36:09.717520,11,Jamie Howell,user230@example.com,974.256.3361,87.86,2024-12-09 16:36:09.717520,0.0,0.0,Berlin,London,2025-04-19 13:17:09.717520,2025-04-19 19:33:09.717520,1,0.0,131
1003,55,108,2025-08-04 06:36:09.717520,8,Tonya Haynes,user55@example.com,761.608.7210,269.84,2025-08-06 00:36:09.717520,0.0,0.0,Toronto,Istanbul,2025-03-17 06:49:09.717520,2025-03-17 12:31:09.717520,1,0.0,-140
1004,496,224,2025-10-17 03:36:09.717520,8,Amy Marsh,user496@example.com,+1-219-716-2359x355,193.16,2025-10-18 02:36:09.717520,0.0,0.0,Istanbul,Madrid,2025-03-24 10:56:09.717520,2025-03-24 13:49:09.717520,3,0.0,-207
1005,617,395,2025-07-25 14:36:09.717520,8,Shawn Murphy,user617@example.com,001-461-994-1453x85996,83.62,2025-07-25 21:36:09.717520,0.0,0.0,London,Madrid,2025-11-20 15:08:09.717520,2025-11-20 22:34:09.717520,2,0.0,118
1006,45,60,2025-02-23 14:36:09.717520,8,Teresa Miller,user45@example.com,9642017519,294.99,2025-02-24 14:36:09.717520,0.0,0.0,Madrid,Baku,2025-08-24 04:19:09.717520,2025-08-24 08:42:09.717520,2,0.0,181
1007,912,494,2025-08-06 01:36:09.717520,7,Christopher Mcclain,user912@example.com,(490)462-8437x4491,293.2,2025-08-08 13:36:09.717520,0.0,0.0,New York,Istanbul,2025-05-23 06:15:09.717520,2025-05-23 15:00:09.717520,1,0.0,-75
1008,921,300,2025-04-03 16:36:09.717520,8,Jacqueline Johnson,user921@example.com,667.768.1916x3675,255.04,2025-04-06 05:36:09.717520,0.0,0.0,Madrid,New York,2025-03-06 10:31:09.717520,2025-03-06 16:27:09.717520,1,0.0,-29
1009,803,27,2025-05-19 10:36:09.717520,8,Sarah Thomas,user803@example.com,827.245.3588x11932,279.16,2025-05-21 15:36:09.717520,0.0,0.0,Baku,Berlin,2025-01-03 12:31:09.717520,2025-01-03 18:35:09.717520,2,0.0,-136
1010,885,213,2025-08-11 09:36:09.717520,8,Michael Fischer,user885@example.com,001-533-252-2541x604,691.89,2025-08-12 19:36:09.717520,0.0,0.0,Dubai,Paris,2025-03-25 14:45:09.717520,2025-03-25 17:03:09.717520,3,0.0,-139
1011,1136,149,2024-12-19 01:36:09.717520,8,Trevor Bentley,user1136@example.com,001-889-541-0108,628.02,2024-12-21 20:36:09.717520,0.0,0.0,Baku,Rome,2025-07-13 12:13:09.717520,2025-07-13 18:59:09.717520,2,0.0,206
1012,1052,303,2025-10-10 07:36:09.717520,10,Michael Simmons,user1052@example.com,(962)473-0823,727.56,2025-10-10 19:36:09.717520,0.0,0.0,Dubai,Berlin,2025-03-05 11:23:09.717520,2025-03-05 18:13:09.717520,2,0.0,-219
1013,1000,119,2025-11-30 11:36:09.717520,8,Brianna Smith,user1000@example.com,607-898-6957x28582,508.43,2025-12-02 20:36:09.717520,0.0,0.0,Madrid,New York,2025-01-16 01:58:09.717520,2025-01-16 09:19:09.717520,2,0.0,-319
1014,865,296,2025-05-11 03:36:09.717520,8,Julia White,user865@example.com,296.459.0575,132.56,2025-05-11 05:36:09.717520,0.0,0.0,Istanbul,Dubai,2025-05-19 09:06:09.717520,2025-05-19 11:49:09.717520,3,0.0,8
1015,855,456,2025-07-30 13:36:09.717520,8,Jose Nichols,user855@example.com,(875)231-5913,762.05,2025-08-01 11:36:09.717520,0.0,0.0,Madrid,Istanbul,2025-09-30 04:39:09.717520,2025-09-30 12:21:09.717520,6,0.0,61
1016,711,230,2025-11-22 23:36:09.717520,8,Anthony Martinez,user711@example.com,3959396866,785.5,2025-11-23 15:36:09.717520,299.96,1.0,Madrid,Baku,2025-10-10 21:51:09.717520,2025-10-11 05:02:09.717520,2,0.38187141947803943,-44
1017,590,372,2025-03-09 01:36:09.717520,8,Ryan Sellers,user590@example.com,+1-642-642-3304x8250,150.6,2025-03-09 10:36:09.717520,0.0,0.0,Toronto,London,2025-05-02 21:14:09.717520,2025-05-03 01:44:09.717520,2,0.0,54
1018,476,260,2025-03-23 04:36:09.717520,10,Angela May,user476@example.com,845.978.2278,718.83,2025-03-23 17:36:09.717520,0.0,0.0,New York,Berlin,2025-01-09 18:48:09.717520,2025-01-09 23:56:09.717520,2,0.0,-73
1019,695,472,2025-10-05 08:36:09.717520,8,Tina Brown,user695@example.com,781.400.4847,393.65,2025-10-06 06:36:09.717520,0.0,0.0,New York,Paris,2025-10-19 04:26:09.717520,2025-10-19 05:50:09.717520,3,0.0,13
1020,269,453,2025-04-30 09:36:09.717520,8,David Jenkins,user269@example.com,487-396-1968x0266,285.79,2025-05-01 16:36:09.717520,0.0,0.0,Berlin,Istanbul,2025-03-16 02:51:09.717520,2025-03-16 10:22:09.717520,6,0.0,-46
1021,854,427,2025-11-10 06:36:09.717520,8,Laura Fisher,user854@example.com,904.951.5881x1227,496.73,2025-11-12 02:36:09.717520,0.0,0.0,Rome,Dubai,2025-05-10 14:51:09.717520,2025-05-10 20:32:09.717520,1,0.0,-184
1022,968,410,2025-02-21 05:36:09.717520,8,Julie Schneider,user968@example.com,723.464.3067,569.55,2025-02-24 00:36:09.717520,0.0,0.0,Rome,Paris,2025-11-11 23:07:09.717520,2025-11-12 02:43:09.717520,2,0.0,263
1023,177,342,2025-08-04 14:36:09.717520,8,Diana Martin,user177@example.com,546.650.6400x01471,131.98,2025-08-06 07:36:09.717520,0.0,0.0,Rome,Berlin,2025-08-08 10:17:09.717520,2025-08-08 18:46:09.717520,2,0.0,3
1024,321,311,2025-08-08 13:36:09.717520,8,Kimberly Shaw PhD,user321@example.com,249-358-4413x72313,687.18,2025-08-11 09:36:09.717520,0.0,0.0,Dubai,Toronto,2025-11-05 17:24:09.717520,2025-11-05 22:07:09.717520,3,0.0,89
1025,1012,156,2025-03-30 16:36:09.717520,8,Michael Cobb,user1012@example.com,615-553-0426,453.46,2025-04-02 15:36:09.717520,0.0,0.0,New York,Rome,2025-10-08 18:17:09.717520,2025-10-08 20:57:09.717520,3,0.0,192
1026,38,184,2025-04-12 21:36:09.717520,8,Ryan Ho,user38@example.com,8259013205,339.41,2025-04-15 03:36:09.717520,0.0,0.0,Rome,London,2025-06-07 20:22:09.717520,2025-06-08 03:11:09.717520,5,0.0,55
1027,358,424,2025-08-14 11:36:09.717520,8,Jennifer Stokes,user358@example.com,551.552.5227,580.79,2025-08-17 05:36:09.717520,0.0,0.0,London,Paris,2025-01-05 03:12:09.717520,2025-01-05 04:51:09.717520,2,0.0,-222
1028,692,221,2025-01-28 05:36:09.717520,8,Kimberly Diaz,user692@example.com,+1-962-903-7283x643,794.76,2025-01-30 16:36:09.717520,0.0,0.0,New York,Istanbul,2025-04-24 13:24:09.717520,2025-04-24 16:41:09.717520,2,0.0,86
1029,1151,115,2025-08-06 18:36:09.717520,11,John Gardner,user1151@example.com,001-837-417-0836,794.95,2025-08-09 02:36:09.717520,0.0,0.0,Berlin,Toronto,2025-09-03 02:04:09.717520,2025-09-03 04:42:09.717520,1,0.0,27
1030,728,394,2024-12-24 03:36:09.717520,8,William King,user728@example.com,001-793-393-4272x5445,182.07,2024-12-25 12:36:09.717520,0.0,0.0,Berlin,Istanbul,2025-11-09 14:56:09.717520,2025-11-09 17:11:09.717520,2,0.0,320
1031,310,437,2025-11-19 02:36:09.717520,8,Jessica Smith,user310@example.com,(260)211-8269x2201,167.44,2025-11-20 08:36:09.717520,0.0,0.0,Istanbul,Rome,2025-11-23 00:22:09.717520,2025-11-23 04:25:09.717520,2,0.0,3
1032,214,362,2024-12-26 00:36:09.717520,8,Kari Shaffer,user214@example.com,+1-584-553-4834x7442,385.57,2024-12-27 11:36:09.717520,299.4,1.0,Berlin,London,2025-06-13 09:26:09.717520,2025-06-13 13:13:09.717520,2,0.7765126954897943,169
1033,228,500,2025-01-24 05:36:09.717520,8,Andrew Wright,user228@example.com,(618)726-2255,262.04,2025-01-26 08:36:09.717520,0.0,0.0,Madrid,New York,2025-08-08 07:52:09.717520,2025-08-08 10:33:09.717520,2,0.0,196
1034,209,422,2025-09-13 11:36:09.717520,8,Gabriela Whitney,user209@example.com,7942981631,87.29,2025-09-14 14:36:09.717520,0.0,0.0,London,New York,2025-01-05 18:00:09.717520,2025-01-05 20:46:09.717520,3,0.0,-251
1035,343,323,2025-01-29 16:36:09.717520,10,Barbara Fowler,user343@example.com,001-513-388-0662,127.43,2025-01-30 04:36:09.717520,0.0,0.0,Paris,Istanbul,2024-12-17 08:02:09.717520,2024-12-17 09:17:09.717520,2,0.0,-44
1036,322,373,2025-04-29 08:36:09.717520,8,Lisa Mckinney,user322@example.com,001-616-731-0117x7143,358.74,2025-04-30 13:36:09.717520,0.0,0.0,Madrid,Rome,2025-04-29 10:20:09.717520,2025-04-29 18:56:09.717520,3,0.0,0
1037,1037,256,2025-01-19 14:36:09.717520,8,Anthony Lin,user1037@example.com,9349101869,757.86,2025-01-20 14:36:09.717520,0.0,0.0,Dubai,Toronto,2025-06-29 00:28:09.717520,2025-06-29 02:36:09.717520,6,0.0,160
1038,686,420,2025-02-08 13:36:09.717520,9,Christie Edwards,user686@example.com,904-740-0413x870,101.28,2025-02-08 23:36:09.717520,0.0,0.0,Istanbul,Baku,2025-03-20 01:40:09.717520,2025-03-20 05:17:09.717520,2,0.0,39
1039,900,497,2025-06-30 10:36:09.717520,8,Joy Watkins,user900@example.com,504-334-6662,368.74,2025-07-01 09:36:09.717520,0.0,0.0,Baku,Dubai,2025-09-19 04:29:09.717520,2025-09-19 12:38:09.717520,1,0.0,80
1040,971,175,2025-04-26 02:36:09.717520,8,Mary Hensley,user971@example.com,268.479.6249x0704,665.77,2025-04-28 13:36:09.717520,0.0,0.0,Madrid,Rome,2025-11-05 18:59:09.717520,2025-11-05 22:42:09.717520,5,0.0,193
1041,545,191,2025-06-30 21:36:09.717520,8,Robert Young,user545@example.com,(409)617-2629,737.08,2025-07-01 08:36:09.717520,0.0,0.0,New York,Paris,2025-08-14 04:29:09.717520,2025-08-14 10:33:09.717520,2,0.0,44
1042,503,78,2025-08-28 23:36:09.717520,8,Elizabeth Walker,user503@example.com,464.606.0651,589.82,2025-08-29 14:36:09.717520,219.45,1.0,Madrid,New York,2024-12-14 22:57:09.717520,2024-12-15 06:43:09.717520,2,0.37206266318537856,-258
1043,283,411,2025-07-07 23:36:09.717520,10,Nicholas White,user283@example.com,528.756.5023,618.82,2025-07-08 01:36:09.717520,0.0,0.0,Madrid,Dubai,2025-07-19 13:16:09.717520,2025-07-19 15:41:09.717520,2,0.0,11
1044,940,488,2025-08-22 07:36:09.717520,8,Edward Schmitt,user940@example.com,436.282.2655,411.58,2025-08-22 20:36:09.717520,0.0,0.0,Istanbul,Berlin,2025-05-26 20:46:09.717520,2025-05-26 23:38:09.717520,3,0.0,-88
1045,61,227,2025-02-12 10:36:09.717520,8,Michael Pena,user61@example.com,(880)527-7666x3413,421.35,2025-02-15 02:36:09.717520,0.0,0.0,London,Toronto,2025-10-08 03:03:09.717520,2025-10-08 05:52:09.717520,2,0.0,237
1046,1060,484,2025-01-04 12:36:09.717520,8,Pamela Hall,user1060@example.com,(506)990-0859x13384,130.8,2025-01-06 23:36:09.717520,0.0,0.0,Madrid,New York,2025-10-28 20:47:09.717520,2025-10-29 03:01:09.717520,2,0.0,297
1047,823,396,2025-02-22 23:36:09.717520,8,Michael Williams,user823@example.com,+1-415-290-1847x4979,157.68,2025-02-24 05:36:09.717520,0.0,0.0,Toronto,Madrid,2025-07-04 16:07:09.717520,2025-07-04 19:42:09.717520,2,0.0,131
1048,76,339,2025-10-24 14:36:09.717520,10,Katherine Alvarez,user76@example.com,810.544.3729,290.94,2025-10-26 23:36:09.717520,0.0,0.0,Paris,Madrid,2025-05-09 23:38:09.717520,2025-05-10 04:25:09.717520,2,0.0,-168
1049,119,324,2025-12-01 07:36:09.717520,10,Joseph Travis,user119@example.com,438-749-3711x19681,430.46,2025-12-02 23:36:09.717520,0.0,0.0,Istanbul,Baku,2025-07-17 06:19:09.717520,2025-07-17 07:34:09.717520,3,0.0,-138
1050,606,215,2025-06-24 07:36:09.717520,8,Tammy Carter,user606@example.com,001-331-686-0822,476.02,2025-06-24 13:36:09.717520,0.0,0.0,Toronto,London,2025-10-01 22:45:09.717520,2025-10-02 01:56:09.717520,3,0.0,99
1051,624,370,2025-05-09 21:36:09.717520,7,Alexandra Beasley,user624@example.com,680.980.8395x965,151.33,2025-05-12 02:36:09.717520,0.0,0.0,Toronto,Paris,2025-07-22 13:44:09.717520,2025-07-22 18:44:09.717520,5,0.0,73
1052,573,461,2025-08-28 05:36:09.717520,10,Stanley Valenzuela,user573@example.com,+1-255-506-8327x92094,648.75,2025-08-28 08:36:09.717520,0.0,0.0,Istanbul,London,2025-02-19 07:55:09.717520,2025-02-19 09:08:09.717520,3,0.0,-190
1053,828,229,2025-10-25 16:36:09.717520,10,Katrina Stephens,user828@example.com,+1-967-835-9274,70.62,2025-10-27 20:36:09.717520,187.79,1.0,Dubai,Toronto,2024-12-09 07:08:09.717520,2024-12-09 11:53:09.717520,2,2.6591617105635796,-321
1054,906,358,2025-05-26 06:36:09.717520,8,Cindy White,user906@example.com,2594369592,511.32,2025-05-26 06:36:09.717520,0.0,0.0,London,Istanbul,2025-08-14 09:58:09.717520,2025-08-14 11:04:09.717520,2,0.0,80
1055,405,452,2025-05-03 12:36:09.717520,8,Dr. Richard Ortega,user405@example.com,727-298-5793x988,129.77,2025-05-05 17:36:09.717520,0.0,0.0,Rome,Baku,2025-05-20 11:24:09.717520,2025-05-20 19:18:09.717520,3,0.0,16
1056,686,200,2025-02-03 02:36:09.717520,11,Christie Edwards,user686@example.com,904-740-0413x870,359.98,2025-02-04 01:36:09.717520,0.0,0.0,Rome,London,2025-07-13 13:06:09.717520,2025-07-13 21:46:09.717520,2,0.0,160
1057,582,110,2025-01-17 02:36:09.717520,8,William Smith,user582@example.com,+1-904-723-9290x062,319.42,2025-01-17 22:36:09.717520,287.46,1.0,Toronto,Dubai,2025-04-28 11:50:09.717520,2025-04-28 17:35:09.717520,2,0.8999436478617493,101
1058,1068,175,2025-10-21 15:36:09.717520,8,Jay Campbell,user1068@example.com,001-346-989-4290x094,302.62,2025-10-22 16:36:09.717520,0.0,0.0,Madrid,Rome,2025-11-05 18:59:09.717520,2025-11-05 22:42:09.717520,5,0.0,15
1059,1106,304,2025-04-11 17:36:09.717520,9,Dr. Michelle Cummings,user1106@example.com,970-366-3546x03440,174.45,2025-04-11 20:36:09.717520,0.0,0.0,Paris,London,2025-10-09 07:33:09.717520,2025-10-09 15:25:09.717520,2,0.0,180
1060,623,372,2025-07-05 02:36:09.717520,8,William Lowe,user623@example.com,9203365655,329.21,2025-07-06 11:36:09.717520,0.0,0.0,Toronto,London,2025-05-02 21:14:09.717520,2025-05-03 01:44:09.717520,2,0.0,-64
1061,123,431,2025-06-08 18:36:09.717520,8,Julie Dominguez,user123@example.com,001-300-429-9786x645,109.11,2025-06-09 16:36:09.717520,0.0,0.0,New York,Baku,2025-06-02 20:44:09.717520,2025-06-03 04:39:09.717520,3,0.0,-6
1062,726,64,2024-12-25 06:36:09.717520,10,Amy Newton,user726@example.com,001-319-588-1807x08093,742.27,2024-12-27 10:36:09.717520,0.0,0.0,Berlin,Rome,2025-03-18 00:26:09.717520,2025-03-18 06:55:09.717520,2,0.0,82
1063,920,153,2025-09-20 09:36:09.717520,7,Lisa Sexton,user920@example.com,974-524-6227x0958,102.09,2025-09-23 00:36:09.717520,0.0,0.0,Paris,Dubai,2025-09-11 21:41:09.717520,2025-09-12 04:41:09.717520,2,0.0,-9
1064,695,121,2025-09-24 04:36:09.717520,8,Tina Brown,user695@example.com,781.400.4847,213.13,2025-09-25 04:36:09.717520,0.0,0.0,Madrid,Toronto,2024-12-19 00:41:09.717520,2024-12-19 06:57:09.717520,2,0.0,-280
1065,1093,433,2025-09-30 17:36:09.717520,8,John French,user1093@example.com,9668605290,414.44,2025-10-01 22:36:09.717520,0.0,0.0,Toronto,Istanbul,2024-12-07 18:49:09.717520,2024-12-07 20:48:09.717520,1,0.0,-297
1066,583,342,2025-09-20 07:36:09.717520,8,Kristen Washington,user583@example.com,842.604.8935,362.21,2025-09-22 01:36:09.717520,0.0,0.0,Rome,Berlin,2025-08-08 10:17:09.717520,2025-08-08 18:46:09.717520,2,0.0,-43
1067,774,267,2025-04-05 13:36:09.717520,8,Bruce Sanchez,user774@example.com,229-805-2432x5583,671.85,2025-04-05 20:36:09.717520,0.0,0.0,London,Madrid,2025-05-13 10:31:09.717520,2025-05-13 16:56:09.717520,2,0.0,37
1068,1193,99,2025-06-03 00:36:09.717520,8,Shannon Foster,user1193@example.com,337-783-0893,170.05,2025-06-04 18:36:09.717520,0.0,0.0,Paris,Istanbul,2025-03-08 20:43:09.717520,2025-03-08 23:55:09.717520,2,0.0,-87
1069,872,425,2025-06-28 12:36:09.717520,8,Nicholas Hernandez,user872@example.com,+1-779-579-3455,193.54,2025-06-30 00:36:09.717520,0.0,0.0,Dubai,Rome,2025-03-20 07:23:09.717520,2025-03-20 11:21:09.717520,2,0.0,-101
1070,871,455,2025-02-05 01:36:09.717520,8,Mark Petty,user871@example.com,+1-366-877-9232x34916,107.61,2025-02-07 20:36:09.717520,0.0,0.0,Madrid,Rome,2025-07-23 09:41:09.717520,2025-07-23 12:13:09.717520,2,0.0,168
1071,160,190,2025-11-12 02:36:09.717520,8,Patrick Potts,user160@example.com,981.419.3915x671,571.59,2025-11-12 07:36:09.717520,0.0,0.0,Rome,Istanbul,2024-12-04 02:23:09.717520,2024-12-04 09:34:09.717520,2,0.0,-344
1072,1145,266,2025-06-20 18:36:09.717520,8,William Lane,user1145@example.com,367.629.4752x610,640.99,2025-06-22 01:36:09.717520,369.96,1.0,Baku,Paris,2025-07-14 00:06:09.717520,2025-07-14 08:19:09.717520,2,0.5771696906347993,23
1073,868,226,2025-11-18 01:36:09.717520,8,Lauren Jones,user868@example.com,001-301-326-5790,337.43,2025-11-19 11:36:09.717520,0.0,0.0,Dubai,New York,2025-10-11 11:33:09.717520,2025-10-11 13:34:09.717520,2,0.0,-38
1074,854,422,2025-02-21 14:36:09.717520,8,Laura Fisher,user854@example.com,904.951.5881x1227,673.11,2025-02-23 10:36:09.717520,0.0,0.0,London,New York,2025-01-05 18:00:09.717520,2025-01-05 20:46:09.717520,3,0.0,-47
1075,993,365,2025-07-22 14:36:09.717520,10,Stacy George,user993@example.com,329.680.1976,685.25,2025-07-22 20:36:09.717520,0.0,0.0,Madrid,Istanbul,2024-12-13 12:58:09.717520,2024-12-13 15:36:09.717520,2,0.0,-222
1076,1052,442,2025-08-27 13:36:09.717520,8,Michael Simmons,user1052@example.com,(962)473-0823,594.71,2025-08-28 01:36:09.717520,0.0,0.0,Berlin,Istanbul,2025-08-12 01:08:09.717520,2025-08-12 07:11:09.717520,2,0.0,-16
1077,933,243,2024-12-17 09:36:09.717520,8,Brian Morrow,user933@example.com,416.544.0406x609,776.62,2024-12-17 10:36:09.717520,0.0,0.0,Dubai,Baku,2025-05-30 06:03:09.717520,2025-05-30 11:43:09.717520,6,0.0,163
